 The system contains         2916  particles.
 Step; Kinetic energy; Potential energy; Total energy; Calculated temperature; Mean momentum squared; Pressure; 
         507 ;   182.52804548161677      ;  -24138.584744728807      ;  -23956.056699247190      ;   4.9871398752157550      ;   1.0124114154796756E-031 ;   5.9338948140914574E-002 ;  0.50128601247842453     
         508 ;   182.38072034961598      ;  -24138.436390851315      ;  -23956.055670501701      ;   4.9831145702907831      ;   1.7654868036472173E-031 ;   5.9291026092878930E-002 ;  0.50168854297092169     
         509 ;   182.23787162174509      ;  -24138.292769594249      ;  -23956.054897972503      ;   4.9792115723432131      ;   2.7053241047631234E-031 ;   5.9244761643796440E-002 ;  0.50207884276567871     
         510 ;   182.09957684768955      ;  -24138.154086158247      ;  -23956.054509310557      ;   4.9754330002316971      ;   9.1474609459442126E-032 ;   5.9196856910185738E-002 ;  0.50245669997683029     
         511 ;   181.96591113859427      ;  -24138.022080186263      ;  -23956.056169047668      ;   4.9717809061876324      ;   1.3719595765152595E-031 ;   5.9153555356380158E-002 ;  0.50282190938123672     
         512 ;   181.83694748149495      ;  -24137.892728311213      ;  -23956.055780829720      ;   4.9682572844062420      ;   5.7129647220363274E-032 ;   5.9113725303154445E-002 ;  0.50317427155937577     
         513 ;   181.71275581601128      ;  -24137.769684456456      ;  -23956.056928640446      ;   4.9648640458194331      ;   8.7175805527310664E-032 ;   5.9073495228508278E-002 ;  0.50351359541805674     
         514 ;   181.59340297773716      ;  -24137.649303704777      ;  -23956.055900727039      ;   4.9616030165490734      ;   1.7968820705964493E-031 ;   5.9033726863252693E-002 ;  0.50383969834509268     
         515 ;   181.47895403485600      ;  -24137.534211345523      ;  -23956.055257310665      ;   4.9584759744267908      ;   2.5301710631382797E-032 ;   5.8996625169754367E-002 ;  0.50415240255732097     
         516 ;   181.36947146882952      ;  -24137.424853347467      ;  -23956.055381878639      ;   4.9554846266082633      ;   2.5789940642100439E-031 ;   5.8961111477636031E-002 ;  0.50445153733917369     
         517 ;   181.26501484886847      ;  -24137.321929411140      ;  -23956.056914562272      ;   4.9526306006789138      ;   9.2511163151454398E-032 ;   5.8928693243658660E-002 ;  0.50473693993210866     
         518 ;   181.16564170215065      ;  -24137.221273121122      ;  -23956.055631418971      ;   4.9499154684305280      ;   1.7118989257433068E-031 ;   5.8896439351361067E-002 ;  0.50500845315694720     
         519 ;   181.07140648562557      ;  -24137.128058766168      ;  -23956.056652280542      ;   4.9473407177682844      ;   1.1636503728887216E-032 ;   5.8866751887564212E-002 ;  0.50526592822317151     
         520 ;   180.98236097935788      ;  -24137.039394147061      ;  -23956.057033167705      ;   4.9449077634579224      ;   1.0396998399169663E-031 ;   5.8837581072253710E-002 ;  0.50550922365420781     
         521 ;   180.89855459175146      ;  -24136.958144700722      ;  -23956.059590108969      ;   4.9426179554652547      ;   8.2589635312003363E-032 ;   5.8810412961372786E-002 ;  0.50573820445347450     
         522 ;   180.82003395674667      ;  -24136.882437399552      ;  -23956.062403442804      ;   4.9404725679505503      ;   6.1566964053909164E-032 ;   5.8786660233036060E-002 ;  0.50595274320494499     
         523 ;   180.74684308969054      ;  -24136.806812275470      ;  -23956.059969185779      ;   4.9384728035273131      ;   2.8772391106219855E-031 ;   5.8768590328793481E-002 ;  0.50615271964726871     
         524 ;   180.67902348108248      ;  -24136.738606339368      ;  -23956.059582858285      ;   4.9366197958236562      ;   3.6988369611492351E-031 ;   5.8739276231835905E-002 ;  0.50633802041763443     
         525 ;   180.61661401601557      ;  -24136.677218783407      ;  -23956.060604767390      ;   4.9349146072812333      ;   1.4679951881625936E-031 ;   5.8719013725576294E-002 ;  0.50650853927187667     
         526 ;   180.55965075340865      ;  -24136.616797699167      ;  -23956.057146945757      ;   4.9333582231232826      ;   2.2431583789830129E-031 ;   5.8700493202647475E-002 ;  0.50666417768767169     
         527 ;   180.50816716981578      ;  -24136.566336233940      ;  -23956.058169064123      ;   4.9319515580161344      ;   5.1875098076567885E-032 ;   5.8683613122139544E-002 ;  0.50680484419838656     
         528 ;   180.46219422441897      ;  -24136.519465759869      ;  -23956.057271535450      ;   4.9306954578449815      ;   1.4881137588196511E-031 ;   5.8671378256889221E-002 ;  0.50693045421550187     
         529 ;   180.42176025849102      ;  -24136.476982438460      ;  -23956.055222179970      ;   4.9295906969669465      ;   7.1144965037281881E-032 ;   5.8658224021538162E-002 ;  0.50704093030330533     
         530 ;   180.38689062102873      ;  -24136.441727607933      ;  -23956.054836986903      ;   4.9286379679824019      ;   5.1448068023346594E-031 ;   5.8649021502915830E-002 ;  0.50713620320175978     
         531 ;   180.35760812654226      ;  -24136.415003884507      ;  -23956.057395757965      ;   4.9278378942429724      ;   3.2980840292593615E-032 ;   5.8639698501699408E-002 ;  0.50721621057570276     
         532 ;   180.33393321351710      ;  -24136.390816115167      ;  -23956.056882901648      ;   4.9271910341811198      ;   2.3400035614908863E-031 ;   5.8631962847421538E-002 ;  0.50728089658188802     
         533 ;   180.31588390560714      ;  -24136.373405932460      ;  -23956.057522026851      ;   4.9266978802498418      ;   5.1050387596978428E-031 ;   5.8623459632473139E-002 ;  0.50733021197501582     
         534 ;   180.30347553237283      ;  -24136.361380904051      ;  -23956.057905371679      ;   4.9263588512925107      ;   6.3113464003748632E-031 ;   5.8619389142697445E-002 ;  0.50736411487074895     
         535 ;   180.29672052209003      ;  -24136.356033338841      ;  -23956.059312816753      ;   4.9261742868818743      ;   1.7911075831123006E-031 ;   5.8617130486543191E-002 ;  0.50738257131181252     
         536 ;   180.29562856602072      ;  -24136.353533023994      ;  -23956.057904457972      ;   4.9261444518083612      ;   4.3127727033390461E-031 ;   5.8616684902926403E-002 ;  0.50738555481916392     
         537 ;   180.30020673815136      ;  -24136.357855047583      ;  -23956.057648309430      ;   4.9262695393516367      ;   1.7655977625740542E-031 ;   5.8620103062732180E-002 ;  0.50737304606483635     
         538 ;   180.31045970493375      ;  -24136.365803964407      ;  -23956.055344259472      ;   4.9265496770112760      ;   1.4094491634505504E-032 ;   5.8620887589570542E-002 ;  0.50734503229887240     
         539 ;   180.32638994755331      ;  -24136.381862444505      ;  -23956.055472496952      ;   4.9269849325797033      ;   2.1429900426633480E-031 ;   5.8624740524319936E-002 ;  0.50730150674202967     
         540 ;   180.34799704934133      ;  -24136.403469862249      ;  -23956.055472812906      ;   4.9275752946724456      ;   2.3512335295445268E-031 ;   5.8631663152294192E-002 ;  0.50724247053275540     
         541 ;   180.37527819652976      ;  -24136.432543519706      ;  -23956.057265323176      ;   4.9283206864100615      ;   4.8587335539148688E-031 ;   5.8641335040712166E-002 ;  0.50716793135899385     
         542 ;   180.40822798797166      ;  -24136.466517815974      ;  -23956.058289828001      ;   4.9292209602191974      ;   4.6733854178583363E-031 ;   5.8651895305680914E-002 ;  0.50707790397808028     
         543 ;   180.44683763144965      ;  -24136.505000130950      ;  -23956.058162499499      ;   4.9302758758736598      ;   1.6795649660871265E-031 ;   5.8664268761755178E-002 ;  0.50697241241263402     
         544 ;   180.49109652947959      ;  -24136.547211904803      ;  -23956.056115375322      ;   4.9314851438226803      ;   2.7385567987031942E-031 ;   5.8677155054426833E-002 ;  0.50685148561773197     
         545 ;   180.54099161772271      ;  -24136.600308064681      ;  -23956.059316446957      ;   4.9328484071146201      ;   2.4903674376908477E-032 ;   5.8690686419217181E-002 ;  0.50671515928853794     
         546 ;   180.59650725295532      ;  -24136.653265096546      ;  -23956.056757843591      ;   4.9343652383360137      ;   2.2070100410993558E-031 ;   5.8706421100274145E-002 ;  0.50656347616639863     
         547 ;   180.65762540466363      ;  -24136.717712551465      ;  -23956.060087146801      ;   4.9360351448464339      ;   2.9289103051587453E-031 ;   5.8725217715983810E-002 ;  0.50639648551535665     
         548 ;   180.72432532707919      ;  -24136.784798048080      ;  -23956.060472721001      ;   4.9378575598176493      ;   2.4019972385725117E-031 ;   5.8744402971485817E-002 ;  0.50621424401823512     
         549 ;   180.79658426262239      ;  -24136.857954677122      ;  -23956.061370414500      ;   4.9398318614535288      ;   3.1900506534128624E-031 ;   5.8767781656662042E-002 ;  0.50601681385464714     
         550 ;   180.87437695933752      ;  -24136.937157246168      ;  -23956.062780286829      ;   4.9419573598051096      ;   7.5784167675389096E-031 ;   5.8792849571316419E-002 ;  0.50580426401948908     
         551 ;   180.95767533782299      ;  -24137.021609567732      ;  -23956.063934229907      ;   4.9442332876702748      ;   6.1845025143153599E-031 ;   5.8819387152752652E-002 ;  0.50557667123297256     
         552 ;   181.04644902474888      ;  -24137.107185605269      ;  -23956.060736580519      ;   4.9466588151708288      ;   2.8029052157485457E-031 ;   5.8848902391248827E-002 ;  0.50533411848291709     
         553 ;   181.14066532284923      ;  -24137.203452262162      ;  -23956.062786939314      ;   4.9492330489326140      ;   2.7108917000816067E-032 ;   5.8881229041219930E-002 ;  0.50507669510673858     
         554 ;   181.24028911581146      ;  -24137.302438599490      ;  -23956.062149483678      ;   4.9519550294868422      ;   1.1699456408122221E-031 ;   5.8913976075187093E-002 ;  0.50480449705131580     
         555 ;   181.34528308898066      ;  -24137.406795166025      ;  -23956.061512077045      ;   4.9548237373003063      ;   3.1809876867815586E-031 ;   5.8947834721722062E-002 ;  0.50451762626996932     
         556 ;   181.45560763831637      ;  -24137.516994419129      ;  -23956.061386780813      ;   4.9578380902878463      ;   2.1013589798308416E-032 ;   5.8982144633183402E-002 ;  0.50421619097121539     
         557 ;   181.57122113810294      ;  -24137.631714680014      ;  -23956.060493541911      ;   4.9609969511268890      ;   2.6287358613359525E-033 ;   5.9019117429123531E-002 ;  0.50390030488731108     
         558 ;   181.69207985039554      ;  -24137.755008348056      ;  -23956.062928497660      ;   4.9642991247832784      ;   1.3164305778615020E-031 ;   5.9062169511220800E-002 ;  0.50357008752167220     
         559 ;   181.81813740129456      ;  -24137.884268897473      ;  -23956.066131496180      ;   4.9677433442017342      ;   2.1490647136727794E-032 ;   5.9103083708921367E-002 ;  0.50322566557982662     
         560 ;   181.94934504712037      ;  -24138.015607788955      ;  -23956.066262741835      ;   4.9713282775784347      ;   1.1644495413498700E-032 ;   5.9149380257577301E-002 ;  0.50286717224215649     
         561 ;   182.08565231767383      ;  -24138.153838170332      ;  -23956.068185852659      ;   4.9750525459365678      ;   2.3430437039922632E-031 ;   5.9195634531875797E-002 ;  0.50249474540634320     
         562 ;   182.22700655962797      ;  -24138.294171902606      ;  -23956.067165342978      ;   4.9789147106506002      ;   3.2877242301706489E-031 ;   5.9241325648796486E-002 ;  0.50210852893493996     
         563 ;   182.37335256120880      ;  -24138.439753617513      ;  -23956.066401056305      ;   4.9829132631915876      ;   1.0161420378803099E-031 ;   5.9288613250064577E-002 ;  0.50170867368084127     
         564 ;   182.52463297703335      ;  -24138.588861844364      ;  -23956.064228867330      ;   4.9870466367348545      ;   1.3004557947459691E-031 ;   5.9336004306288846E-002 ;  0.50129533632651457     
         565 ;   182.68078861647425      ;  -24138.741565467524      ;  -23956.060776851049      ;   4.9913132140388559      ;   2.0196037160204654E-031 ;   5.9386465290432636E-002 ;  0.50086867859611439     
         566 ;   182.84175819807533      ;  -24138.902922962097      ;  -23956.061164764022      ;   4.9957113207351798      ;   1.9573214136351032E-031 ;   5.9438466014948128E-002 ;  0.50042886792648200     
         567 ;   183.00747881677086      ;  -24139.066215566865      ;  -23956.058736750096      ;   5.0002392380941867      ;   4.5527834667857727E-032 ;   5.9491986802267784E-002 ;  0.49997607619058138     
         568 ;   183.17788566073307      ;  -24139.237394520413      ;  -23956.059508859678      ;   5.0048951952885528      ;   1.2480026039629288E-031 ;   5.9545752162507182E-002 ;  0.49951048047114477     
         569 ;   183.35291130469457      ;  -24139.413064490534      ;  -23956.060153185841      ;   5.0096773500849983      ;   1.0443414565722021E-032 ;   5.9602263275496878E-002 ;  0.49903226499150022     
         570 ;   183.53248625310619      ;  -24139.592003971018      ;  -23956.059517717913      ;   5.0145838036847739      ;   9.0526963258732604E-032 ;   5.9662251231661592E-002 ;  0.49854161963152266     
         571 ;   183.71653969980073      ;  -24139.775549909569      ;  -23956.059010209767      ;   5.0196126214796459      ;   4.2748247503607497E-033 ;   5.9721654735500410E-002 ;  0.49803873785203545     
         572 ;   183.90499932876472      ;  -24139.965038222839      ;  -23956.060038894073      ;   5.0247618276084616      ;   7.4396163966429035E-031 ;   5.9782466049451456E-002 ;  0.49752381723915384     
         573 ;   184.09779038237238      ;  -24140.157450116691      ;  -23956.059659734317      ;   5.0300293794988828      ;   1.5200590980439802E-030 ;   5.9843729510595030E-002 ;  0.49699706205011174     
         574 ;   184.29483640077655      ;  -24140.354373039394      ;  -23956.059536638619      ;   5.0354131880694668      ;   2.3223102359489831E-031 ;   5.9907290408370083E-002 ;  0.49645868119305336     
         575 ;   184.49605937838578      ;  -24140.557264875752      ;  -23956.061205497364      ;   5.0409111220050269      ;   1.8778741615499193E-032 ;   5.9973799014817565E-002 ;  0.49590888779949727     
         576 ;   184.70137926419429      ;  -24140.761821895983      ;  -23956.060442631788      ;   5.0465209941043438      ;   1.8935114445963225E-031 ;   6.0041937572979653E-002 ;  0.49534790058956557     
         577 ;   184.91071465280322      ;  -24140.971674497468      ;  -23956.060959844664      ;   5.0522405801606727      ;   2.6885982023645813E-031 ;   6.0109518345309448E-002 ;  0.49477594198393271     
         578 ;   185.12398234133039      ;  -24141.186099476072      ;  -23956.062117134741      ;   5.0580676068553512      ;   1.1808354669175227E-031 ;   6.0177473479548590E-002 ;  0.49419323931446490     
         579 ;   185.34109728400315      ;  -24141.403987760164      ;  -23956.062890476162      ;   5.0639997505171737      ;   2.6979326220847545E-031 ;   6.0248484589924649E-002 ;  0.49360002494828259     
         580 ;   185.56197318991431      ;  -24141.623205262516      ;  -23956.061232072603      ;   5.0700346534546226      ;   2.6224402631775507E-031 ;   6.0321401207028238E-002 ;  0.49299653465453774     
         581 ;   185.78652226077156      ;  -24141.850319762361      ;  -23956.063797501589      ;   5.0761699167905112      ;   2.2557011958867757E-031 ;   6.0393947321420373E-002 ;  0.49238300832094883     
         582 ;   186.01465515224416      ;  -24142.077562336854      ;  -23956.062907184609      ;   5.0824030994058695      ;   3.2783323495776496E-031 ;   6.0467635976295425E-002 ;  0.49175969005941300     
         583 ;   186.24628111080085      ;  -24142.308298116946      ;  -23956.062017006145      ;   5.0887317216787107      ;   1.8474852854624016E-031 ;   6.0545592366456347E-002 ;  0.49112682783212891     
         584 ;   186.48130802511420      ;  -24142.542050883516      ;  -23956.060742858401      ;   5.0951532668885351      ;   1.9404985872930292E-031 ;   6.0621515092325419E-002 ;  0.49048467331114654     
         585 ;   186.71964257278492      ;  -24142.779879547630      ;  -23956.060236974845      ;   5.1016651852252144      ;   1.7458918204261723E-031 ;   6.0694177430167258E-002 ;  0.48983348147747852     
         586 ;   186.96118964491666      ;  -24143.020152645415      ;  -23956.058963000498      ;   5.1082648780668887      ;   1.7469162090900081E-031 ;   6.0777792868655721E-002 ;  0.48917351219331118     
         587 ;   187.20585300898742      ;  -24143.264054096730      ;  -23956.058201087741      ;   5.1149497160913260      ;   5.1639029657372887E-031 ;   6.0857322098101553E-002 ;  0.48850502839086740     
         588 ;   187.45353470685617      ;  -24143.510973922101      ;  -23956.057439215245      ;   5.1217170228279061      ;   8.1183164867362544E-032 ;   6.0937396016661892E-002 ;  0.48782829771720937     
         589 ;   187.70413568519359      ;  -24143.763245209549      ;  -23956.059109524354      ;   5.1285640918826205      ;   4.6915243953995448E-031 ;   6.1017866587075427E-002 ;  0.48714359081173797     
         590 ;   187.95755654625637      ;  -24144.015520468332      ;  -23956.057963922078      ;   5.1354882074511767      ;   5.5551124392144662E-031 ;   6.1099787817826760E-002 ;  0.48645117925488235     
         591 ;   188.21369576431456      ;  -24144.273329982731      ;  -23956.059634218414      ;   5.1424865955871715      ;   6.8602635137871319E-031 ;   6.1182570496150265E-002 ;  0.48575134044128288     
         592 ;   188.47245081384409      ;  -24144.533499302655      ;  -23956.061048488813      ;   5.1495564550272217      ;   7.2430024620459390E-032 ;   6.1266183815194844E-002 ;  0.48504435449727779     
         593 ;   188.73371858179513      ;  -24144.792853466188      ;  -23956.059134884392      ;   5.1566949684552217      ;   1.9140216738463229E-032 ;   6.1349698856010416E-002 ;  0.48433050315447779     
         594 ;   188.99739459172324      ;  -24145.058328035680      ;  -23956.060933443958      ;   5.1638992813035873      ;   1.5732212371131335E-031 ;   6.1435372589564219E-002 ;  0.48361007186964122     
         595 ;   189.26337325225279      ;  -24145.326105276366      ;  -23956.062732024115      ;   5.1711665085419192      ;   3.5396386408696704E-031 ;   6.1521297263540567E-002 ;  0.48288334914580811     
         596 ;   189.53154802560456      ;  -24145.594926773989      ;  -23956.063378748386      ;   5.1784937392816150      ;   2.1460863250979458E-031 ;   6.1608124845572099E-002 ;  0.48215062607183845     
         597 ;   189.80181149847834      ;  -24145.861741058292      ;  -23956.059929559815      ;   5.1858780387125689      ;   1.8892798145710521E-031 ;   6.1693250333790951E-002 ;  0.48141219612874309     
         598 ;   190.07405554585532      ;  -24146.134887854103      ;  -23956.060832308249      ;   5.1933164525786761      ;   1.4436443270104630E-031 ;   6.1783882607082237E-002 ;  0.48066835474213243     
         599 ;   190.34817126511709      ;  -24146.410034224085      ;  -23956.061862958970      ;   5.2008060053777907      ;   5.2305839970079805E-031 ;   6.1871091453811401E-002 ;  0.47991939946222095     
         600 ;   190.62404896733827      ;  -24146.687838617781      ;  -23956.063789650441      ;   5.2083437001238231      ;   1.8491701439288393E-032 ;   6.1960324095906932E-002 ;  0.47916562998761769     
         601 ;   190.90157817432308      ;  -24146.968702654518      ;  -23956.067124480196      ;   5.2159265182657633      ;   4.4634615306818875E-032 ;   6.2050072055276712E-002 ;  0.47840734817342367     
         602 ;   191.18064759100648      ;  -24147.247906995482      ;  -23956.067259404477      ;   5.2235514189336172      ;   2.2021820068423360E-031 ;   6.2133428680569473E-002 ;  0.47764485810663826     
         603 ;   191.46114555393660      ;  -24147.529307801698      ;  -23956.068162247760      ;   5.2312153511921071      ;   2.6670417889472592E-031 ;   6.2220493657018233E-002 ;  0.47687846488078933     
         604 ;   191.74295925385098      ;  -24147.813048686978      ;  -23956.070089433128      ;   5.2389152327994326      ;   3.4079885160566325E-031 ;   6.2311681475217609E-002 ;  0.47610847672005674     
         605 ;   192.02597518981602      ;  -24148.092999769706      ;  -23956.067024579890      ;   5.2466479626155484      ;   1.3444371393710345E-031 ;   6.2407025047059465E-002 ;  0.47533520373844518     
         606 ;   192.31007973195202      ;  -24148.376471361298      ;  -23956.066391629345      ;   5.2544104359772588      ;   2.8116001355823498E-032 ;   6.2498863107616223E-002 ;  0.47455895640227408     
         607 ;   192.59515854551003      ;  -24148.661429358490      ;  -23956.066270812978      ;   5.2621995289625207      ;   7.3458111915189566E-033 ;   6.2589228525116489E-002 ;  0.47378004710374788     
         608 ;   192.88109711519843      ;  -24148.947631074356      ;  -23956.066533959158      ;   5.2700121127163904      ;   9.5506179053568317E-032 ;   6.2680932152329255E-002 ;  0.47299878872836099     
         609 ;   193.16778042179953      ;  -24149.231249670171      ;  -23956.063469248373      ;   5.2778450446153578      ;   2.4717421892574731E-033 ;   6.2772749029409144E-002 ;  0.47221549553846420     
         610 ;   193.45509320583639      ;  -24149.519721627137      ;  -23956.064628421300      ;   5.2856951754714059      ;   2.2438986005142793E-031 ;   6.2865189416026229E-002 ;  0.47143048245285946     
         611 ;   193.74291965226129      ;  -24149.808707592965      ;  -23956.065787940704      ;   5.2935593409168842      ;   1.1889783991138019E-031 ;   6.2958347058237316E-002 ;  0.47064406590831154     
         612 ;   194.03114296268615      ;  -24150.099753913870      ;  -23956.068610951184      ;   5.3014343497167307      ;   9.7121622143752388E-032 ;   6.3053043464046943E-002 ;  0.46985656502832696     
         613 ;   194.31964654496210      ;  -24150.388776884956      ;  -23956.069130339994      ;   5.3093170162708736      ;   1.2504073745142024E-031 ;   6.3146403903976592E-002 ;  0.46906829837291264     
         614 ;   194.60831380916019      ;  -24150.675147378544      ;  -23956.066833569384      ;   5.3172041550398950      ;   2.0451057760385311E-031 ;   6.3240537591552390E-002 ;  0.46827958449601048     
         615 ;   194.89702839279761      ;  -24150.964125056609      ;  -23956.067096663810      ;   5.3250925866987950      ;   2.0689520382614742E-031 ;   6.3333970898723405E-002 ;  0.46749074133012047     
         616 ;   195.18567359204900      ;  -24151.254057584745      ;  -23956.068383992697      ;   5.3329791225962122      ;   7.2934359361726224E-032 ;   6.3429303320530747E-002 ;  0.46670208774037880     
         617 ;   195.47413182621992      ;  -24151.541499079278      ;  -23956.067367253057      ;   5.3408605501224446      ;   2.6382235100503293E-031 ;   6.3522621488981759E-002 ;  0.46591394498775551     
         618 ;   195.76228601682578      ;  -24151.828380308591      ;  -23956.066094291764      ;   5.3487336703894650      ;   8.5887757318276374E-032 ;   6.3615381935517579E-002 ;  0.46512663296105350     
         619 ;   196.05001878043288      ;  -24152.115224412646      ;  -23956.065205632214      ;   5.3565952761772486      ;   4.7674645528329124E-031 ;   6.3708462075642958E-002 ;  0.46434047238227516     
         620 ;   196.33721292030589      ;  -24152.401529774968      ;  -23956.064316854663      ;   5.3644421653668513      ;   3.1033580475931350E-031 ;   6.3800184143030431E-002 ;  0.46355578346331483     
         621 ;   196.62375151361775      ;  -24152.688075629034      ;  -23956.064324115418      ;   5.3722711433232151      ;   3.2776474423923515E-032 ;   6.3892845449610713E-002 ;  0.46277288566767849     
         622 ;   196.90951780555832      ;  -24152.976152931551      ;  -23956.066635125993      ;   5.3800790200019417      ;   2.1122418710032148E-031 ;   6.3985241804681042E-002 ;  0.46199209799980578     
         623 ;   197.19439534747630      ;  -24153.264365639970      ;  -23956.069970292494      ;   5.3878626137236827      ;   6.1442515031353898E-032 ;   6.4075579569037783E-002 ;  0.46121373862763171     
         624 ;   197.47826741204406      ;  -24153.547220936849      ;  -23956.068953524806      ;   5.3956187351949358      ;   2.4110053862101994E-032 ;   6.4164886363823295E-002 ;  0.46043812648050642     
         625 ;   197.76101741665317      ;  -24153.825626311052      ;  -23956.064608894398      ;   5.4033441990762965      ;   3.2077730396260800E-031 ;   6.4256296901476773E-002 ;  0.45966558009237035     
         626 ;   198.04252949894649      ;  -24154.109065474964      ;  -23956.066535976017      ;   5.4110358397074974      ;   5.5635809830234280E-031 ;   6.4347290674691027E-002 ;  0.45889641602925024     
         627 ;   198.32268784072681      ;  -24154.387182868901      ;  -23956.064495028175      ;   5.4186904926348349      ;   3.7437356983301144E-031 ;   6.4436737943002864E-002 ;  0.45813095073651655     
         628 ;   198.60137666167338      ;  -24154.666134836047      ;  -23956.064758174372      ;   5.4263049944394872      ;   3.6029717507109723E-031 ;   6.4526790905894651E-002 ;  0.45736950055605130     
         629 ;   198.87848105075631      ;  -24154.945678287706      ;  -23956.067197236949      ;   5.4338762054539167      ;   5.2013245242829116E-031 ;   6.4616317973317197E-002 ;  0.45661237945460831     
         630 ;   199.15388627926060      ;  -24155.221090456016      ;  -23956.067204176754      ;   5.4414009909919008      ;   1.7222919134396002E-031 ;   6.4705231169756280E-002 ;  0.45585990090080997     
         631 ;   199.42747822497739      ;  -24155.494305592885      ;  -23956.066827367908      ;   5.4488762329385390      ;   2.8666615216158649E-031 ;   6.4793643495256209E-002 ;  0.45511237670614613     
         632 ;   199.69914310678496      ;  -24155.765209570403      ;  -23956.066066463620      ;   5.4562988224983160      ;   1.6583445666818785E-031 ;   6.4880014125657345E-002 ;  0.45437011775016845     
         633 ;   199.96876778311071      ;  -24156.036633170635      ;  -23956.067865387526      ;   5.4636656683498579      ;   5.4281965619464782E-031 ;   6.4967317343344752E-002 ;  0.45363343316501425     
         634 ;   200.23624004578502      ;  -24156.303472280848      ;  -23956.067232235062      ;   5.4709737046747833      ;   1.7935110327239693E-031 ;   6.5054301410420332E-002 ;  0.45290262953252169     
         635 ;   200.50144782531547      ;  -24156.569966726096      ;  -23956.068518900782      ;   5.4782198694437305      ;   3.6877529569219694E-031 ;   6.5143292774526781E-002 ;  0.45217801305562699     
         636 ;   200.76427931531788      ;  -24156.835236812687      ;  -23956.070957497370      ;   5.4854011078161395      ;   1.8620387375627352E-031 ;   6.5226500945105334E-002 ;  0.45145988921838609     
         637 ;   201.02462381422660      ;  -24157.093924248005      ;  -23956.069300433777      ;   5.4925143951379578      ;   4.5591972890388406E-031 ;   6.5310686487028147E-002 ;  0.45074856048620426     
         638 ;   201.28237151821838      ;  -24157.350398803526      ;  -23956.068027285310      ;   5.4995567312837874      ;   2.3861512470684861E-031 ;   6.5394017859937550E-002 ;  0.45004432687162121     
         639 ;   201.53741317930505      ;  -24157.604039142068      ;  -23956.066625962765      ;   5.5065251313150840      ;   2.1906574692567347E-031 ;   6.5476939478909674E-002 ;  0.44934748686849157     
         640 ;   201.78964054318689      ;  -24157.855377144304      ;  -23956.065736601118      ;   5.5134166374434521      ;   1.6152201816256893E-030 ;   6.5558730527686737E-002 ;  0.44865833625565477     
         641 ;   202.03894590838127      ;  -24158.103409138181      ;  -23956.064463229799      ;   5.5202283069848948      ;   4.1805473093279418E-031 ;   6.5639307242763054E-002 ;  0.44797716930151055     
         642 ;   202.28522256918447      ;  -24158.347772134981      ;  -23956.062549565795      ;   5.5269572244626772      ;   1.3401328576674776E-032 ;   6.5717991698708622E-002 ;  0.44730427755373225     
         643 ;   202.52836502419589      ;  -24158.590025289537      ;  -23956.061660265343      ;   5.5336005073047509      ;   4.9468461698101900E-031 ;   6.5797257934371620E-002 ;  0.44663994926952488     
         644 ;   202.76826843575125      ;  -24158.831086965725      ;  -23956.062818529976      ;   5.5401552910740675      ;   6.6192085475824921E-032 ;   6.5874853168664746E-002 ;  0.44598447089259330     
         645 ;   203.00482882408727      ;  -24159.071749591694      ;  -23956.066920767607      ;   5.5466187347736602      ;   1.1818525904135298E-031 ;   6.5951323644537069E-002 ;  0.44533812652263394     
         646 ;   203.23794347589390      ;  -24159.307558315188      ;  -23956.069614839293      ;   5.5529880320093499      ;   2.1034780971924901E-031 ;   6.6025221456519526E-002 ;  0.44470119679906506     
         647 ;   203.46751044966038      ;  -24159.535851643261      ;  -23956.068341193601      ;   5.5592603974745174      ;   3.3736962634357374E-031 ;   6.6099437574368189E-002 ;  0.44407396025254831     
         648 ;   203.69342876220372      ;  -24159.763823999019      ;  -23956.070395236817      ;   5.5654330720465452      ;   3.6725423373680471E-031 ;   6.6172457852698402E-002 ;  0.44345669279534550     
         649 ;   203.91559927264447      ;  -24159.983568574789      ;  -23956.067969302145      ;   5.5715033469393287      ;   4.4376081007288374E-031 ;   6.6244251967348206E-002 ;  0.44284966530606718     
         650 ;   204.13392364651577      ;  -24160.201515075521      ;  -23956.067591429004      ;   5.5774685354000511      ;   2.9652465467012426E-031 ;   6.6314470480732940E-002 ;  0.44225314645999492     
         651 ;   204.34830425259614      ;  -24160.417181643006      ;  -23956.068877390411      ;   5.5833259698903808      ;   5.3797220412543122E-031 ;   6.6378172609682429E-002 ;  0.44166740301096197     
         652 ;   204.55864464714500      ;  -24160.625351933231      ;  -23956.066707286085      ;   5.5890730153170454      ;   6.4568082696999134E-031 ;   6.6444734417923562E-002 ;  0.44109269846829546     
         653 ;   204.76484973233048      ;  -24160.828618818527      ;  -23956.063769086195      ;   5.5947070733604942      ;   1.2689738411351453E-032 ;   6.6509890661002033E-002 ;  0.44052929266395058     
         654 ;   204.96682595348997      ;  -24161.030600726608      ;  -23956.063774773120      ;   5.6002255878645641      ;   4.9372099153902278E-031 ;   6.6575263109406160E-002 ;  0.43997744121354354     
         655 ;   205.16448079333892      ;  -24161.227749166072      ;  -23956.063268372734      ;   5.6056260310169534      ;   1.0891569745579536E-031 ;   6.6639225960604911E-002 ;  0.43943739689830463     
