 The system contains         2916  particles.
 Step; Kinetic energy; Potential energy; Total energy; Calculated temperature; Mean momentum squared; Pressure; 
         149 ;   126.44277333282376      ;  -24082.498957760537      ;  -23956.056184427714      ;   3.4547446950255214      ;   6.6700795829533993E-032 ;   4.1377955159007482E-002 ;  0.65452553049744788     
         150 ;   124.69144538783779      ;  -24080.746711176507      ;  -23956.055265788669      ;   3.4068938707537035      ;   5.0619668819909603E-031 ;   4.0813608658805386E-002 ;  0.65931061292462967     
         151 ;   122.95988602596741      ;  -24079.014361582209      ;  -23956.054475556241      ;   3.3595831754734178      ;   2.9432839443553202E-031 ;   4.0255624118700151E-002 ;  0.66404168245265827     
         152 ;   121.24845278596183      ;  -24077.302778481484      ;  -23956.054325695521      ;   3.3128223780711297      ;   2.2295863850093457E-031 ;   3.9704118240005609E-002 ;  0.66871776219288703     
         153 ;   119.55749675360060      ;  -24075.611033039451      ;  -23956.053536285850      ;   3.2666210711214281      ;   6.2481830312728297E-032 ;   3.9157830897973131E-002 ;  0.67333789288785717     
         154 ;   117.88736238662722      ;  -24073.940109660387      ;  -23956.052747273759      ;   3.2209886661037563      ;   1.3549856677058405E-031 ;   3.8619619585253201E-002 ;  0.67790113338962432     
         155 ;   116.23838750693668      ;  -24072.288554206716      ;  -23956.050166699781      ;   3.1759343931889554      ;   2.1631986023310100E-031 ;   3.8088220356546444E-002 ;  0.68240656068110450     
         156 ;   114.61090308907606      ;  -24070.662841568188      ;  -23956.051938479111      ;   3.1314672954605554      ;   4.6829439019590420E-032 ;   3.7561460357190088E-002 ;  0.68685327045394451     
         157 ;   113.00523318693831      ;  -24069.056255924417      ;  -23956.051022737480      ;   3.0875962269118515      ;   6.4402575569165111E-031 ;   3.7043999664765875E-002 ;  0.69124037730881482     
         158 ;   111.42169479560481      ;  -24067.470394276501      ;  -23956.048699480896      ;   3.0443298486710915      ;   1.5544279156267418E-030 ;   3.6532479884583323E-002 ;  0.69556701513289088     
         159 ;   109.86059777124149      ;  -24065.908766414515      ;  -23956.048168643272      ;   3.0016766268128254      ;   5.3722613743641210E-032 ;   3.6029375383794249E-002 ;  0.69983233731871741     
         160 ;   108.32224468255026      ;  -24064.370778932309      ;  -23956.048534249760      ;   2.9596448282991776      ;   1.9053227911937036E-031 ;   3.5533595582630001E-002 ;  0.70403551717008228     
         161 ;   106.80693071050872      ;  -24062.855831029956      ;  -23956.048900319449      ;   2.9182425182404694      ;   9.3910417963501796E-032 ;   3.5043270798304313E-002 ;  0.70817574817595308     
         162 ;   105.31494360098502      ;  -24061.363698437333      ;  -23956.048754836349      ;   2.8774775586005386      ;   7.1025365514252215E-031 ;   3.4560835024954467E-002 ;  0.71225224413994614     
         163 ;   103.84656342304206      ;  -24059.895813282543      ;  -23956.049249859501      ;   2.8373576015929820      ;   4.5837403469035278E-031 ;   3.4087587858827921E-002 ;  0.71626423984070176     
         164 ;   102.40206264452252      ;  -24058.452319964719      ;  -23956.050257320196      ;   2.7978900917463343      ;   4.2605196349061939E-031 ;   3.3622031720012609E-002 ;  0.72021099082536655     
         165 ;   100.98170598771988      ;  -24057.032459275382      ;  -23956.050753287662      ;   2.7590822619606263      ;   6.2726270186671276E-032 ;   3.3162864575562598E-002 ;  0.72409177380393741     
         166 ;   99.585750292173969      ;  -24055.635720071397      ;  -23956.049969779222      ;   2.7209411297586015      ;   2.6385431774347888E-031 ;   3.2712941518544404E-002 ;  0.72790588702413983     
         167 ;   98.214444436961202      ;  -24054.264015225297      ;  -23956.049570788335      ;   2.6834734951624859      ;   7.6318094766161513E-032 ;   3.2270958822257723E-002 ;  0.73165265048375139     
         168 ;   96.868029156040706      ;  -24052.916049487590      ;  -23956.048020331549      ;   2.6466859356487635      ;   8.1627479415317930E-032 ;   3.1836993686619942E-002 ;  0.73533140643512362     
         169 ;   95.546737135306401      ;  -24051.594359494167      ;  -23956.047622358859      ;   2.6105848087998917      ;   4.9235581696878962E-031 ;   3.1411121337501402E-002 ;  0.73894151912001083     
         170 ;   94.250792959240442      ;  -24050.297377850769      ;  -23956.046584891530      ;   2.5751762508467357      ;   1.0710199784261525E-031 ;   3.0993414565837190E-002 ;  0.74248237491532643     
         171 ;   92.980412907039337      ;  -24049.026728840217      ;  -23956.046315933178      ;   2.5404661710982026      ;   7.7993373118112306E-031 ;   3.0583941990930816E-002 ;  0.74595338289017976     
         172 ;   91.735804799735391      ;  -24047.783388235865      ;  -23956.047583436128      ;   2.5064602477642048      ;   1.2257081155411993E-030 ;   3.0182772160016271E-002 ;  0.74935397522357949     
         173 ;   90.517168116979690      ;  -24046.564995632190      ;  -23956.047827515209      ;   2.4731639311464733      ;   7.1846686132579824E-031 ;   2.9788368706034778E-002 ;  0.75268360688535263     
         174 ;   89.324694006045419      ;  -24045.372638122455      ;  -23956.047944116410      ;   2.4405824438845514      ;   1.1329617095578032E-030 ;   2.9403998125190570E-002 ;  0.75594175561154486     
         175 ;   88.158565008721510      ;  -24044.206498287731      ;  -23956.047933279009      ;   2.4087207734938212      ;   6.4741918349043959E-031 ;   2.9028114948303301E-002 ;  0.75912792265061790     
         176 ;   87.018955105856975      ;  -24043.067646069187      ;  -23956.048690963329      ;   2.3775836735825706      ;   1.3345550085553086E-030 ;   2.8660775589992166E-002 ;  0.76224163264174294     
         177 ;   85.906029633046785      ;  -24041.953942844520      ;  -23956.047913211474      ;   2.3471756615483099      ;   6.6018613082171520E-031 ;   2.8299786812427577E-002 ;  0.76528243384516903     
         178 ;   84.819945135939960      ;  -24040.868489088381      ;  -23956.048543952442      ;   2.3175010146244182      ;   8.7054470619874655E-031 ;   2.7949681489216342E-002 ;  0.76824989853755821     
         179 ;   83.760849536372746      ;  -24039.810664766315      ;  -23956.049815229944      ;   2.2885637744193277      ;   2.4821855377762149E-031 ;   2.7607449208552820E-002 ;  0.77114362255806723     
         180 ;   82.728881999541031      ;  -24038.780225051054      ;  -23956.051343051513      ;   2.2603677432873339      ;   6.0840036128594919E-031 ;   2.7274782882951362E-002 ;  0.77396322567126663     
         181 ;   81.724172875460667      ;  -24037.775124350719      ;  -23956.050951475259      ;   2.2329164827291370      ;   7.1761682017810442E-031 ;   2.6950898606595500E-002 ;  0.77670835172708630     
         182 ;   80.746843766209437      ;  -24036.795996269986      ;  -23956.049152503776      ;   2.2062133152290677      ;   2.5727372686525450E-031 ;   2.6630727963524635E-002 ;  0.77937866847709325     
         183 ;   79.797007418964071      ;  -24035.845769470186      ;  -23956.048762051221      ;   2.1802613213325803      ;   1.5417872996569589E-030 ;   2.6324533367626069E-002 ;  0.78197386786674195     
         184 ;   78.874767705807457      ;  -24034.923139851115      ;  -23956.048372145306      ;   2.1550633390945353      ;   1.8083537705978423E-031 ;   2.6027231769227020E-002 ;  0.78449366609054649     
         185 ;   77.980219671389804      ;  -24034.028202449350      ;  -23956.047982777960      ;   2.1306219653814229      ;   5.3061760868553764E-031 ;   2.5738853782029978E-002 ;  0.78693780346185771     
         186 ;   77.113449373224526      ;  -24033.161811328853      ;  -23956.048361955629      ;   2.1069395515078351      ;   4.0182106016638637E-031 ;   2.5459427072383967E-002 ;  0.78930604484921651     
         187 ;   76.274533870132544      ;  -24032.324555531082      ;  -23956.050021660951      ;   2.0840182029207321      ;   4.3939286320829238E-031 ;   2.5188976250835653E-002 ;  0.79159817970792679     
         188 ;   75.463541390363901      ;  -24031.512535372924      ;  -23956.048993982560      ;   2.0618597837929622      ;   1.5060508389980771E-031 ;   2.4924053774864296E-002 ;  0.79381402162070380     
         189 ;   74.680531275368054      ;  -24030.727986145634      ;  -23956.047454870266      ;   2.0404659154869198      ;   1.8206296338632659E-031 ;   2.4671617661547129E-002 ;  0.79595340845130802     
         190 ;   73.925554050904751      ;  -24029.975694220073      ;  -23956.050140169169      ;   2.0198379784974785      ;   5.7802649850263209E-031 ;   2.4428214492499035E-002 ;  0.79801620215025215     
         191 ;   73.198651224370138      ;  -24029.249813319104      ;  -23956.051162094733      ;   1.9999771069144159      ;   1.4386181518126622E-031 ;   2.4193858687502873E-002 ;  0.80000228930855843     
         192 ;   72.499855544428314      ;  -24028.548968221727      ;  -23956.049112677298      ;   1.9808841955162200      ;   1.9507885747236069E-030 ;   2.3968560876113310E-002 ;  0.80191158044837807     
         193 ;   71.829190820901957      ;  -24027.878046575308      ;  -23956.048855754405      ;   1.9625598948490346      ;   1.4191829857721021E-030 ;   2.3752329124383718E-002 ;  0.80374401051509659     
         194 ;   71.186671756042784      ;  -24027.235911148466      ;  -23956.049239392421      ;   1.9450046066165299      ;   1.0375756451937105E-031 ;   2.3541993222585447E-002 ;  0.80549953933834706     
         195 ;   70.572304373185716      ;  -24026.623335903791      ;  -23956.051031530606      ;   1.9282184953918469      ;   1.3165951999598005E-031 ;   2.3343920543964038E-002 ;  0.80717815046081531     
         196 ;   69.986085947172270      ;  -24026.036478190552      ;  -23956.050392243378      ;   1.9122014867165837      ;   2.1599198651134433E-031 ;   2.3153677680496344E-002 ;  0.80877985132834163     
         197 ;   69.428004893453007      ;  -24025.478910377518      ;  -23956.050905484066      ;   1.8969532640707871      ;   5.9386474187028590E-031 ;   2.2972093817376395E-002 ;  0.81030467359292135     
         198 ;   68.898040927637965      ;  -24024.949972196595      ;  -23956.051931268958      ;   1.8824732732322840      ;   4.4585394207573590E-031 ;   2.2801243128831146E-002 ;  0.81175267267677165     
         199 ;   68.396165148819875      ;  -24024.447458752133      ;  -23956.051293603312      ;   1.8687607245532882      ;   3.3779857258480984E-031 ;   2.2639444184579898E-002 ;  0.81312392754467111     
         200 ;   67.922339878187955      ;  -24023.973380404579      ;  -23956.051040526392      ;   1.8558145885509096      ;   1.3497202373220472E-031 ;   2.2486686412211007E-002 ;  0.81441854114490897     
         201 ;   67.476518939177666      ;  -24023.526794936639      ;  -23956.050275997462      ;   1.8436336035615741      ;   7.6023436070777706E-031 ;   2.2342953321238632E-002 ;  0.81563663964384259     
         202 ;   67.058647484470399      ;  -24023.107519492463      ;  -23956.048872007992      ;   1.8322162710142043      ;   1.1459930801024868E-030 ;   2.2208228178508441E-002 ;  0.81677837289857957     
         203 ;   66.668662209493561      ;  -24022.716898682043      ;  -23956.048236472550      ;   1.8215608612635981      ;   1.3150303818799859E-031 ;   2.2082490443910884E-002 ;  0.81784391387364019     
         204 ;   66.306491467951801      ;  -24022.354989002368      ;  -23956.048497534415      ;   1.8116654167470385      ;   1.0228338023380572E-030 ;   2.1965717684600729E-002 ;  0.81883345832529608     
         205 ;   65.972055170287689      ;  -24022.018894296922      ;  -23956.046839126633      ;   1.8025277492099792      ;   1.8711813733639778E-030 ;   2.1856128997790346E-002 ;  0.81974722507900211     
         206 ;   65.665264864767138      ;  -24021.712750046579      ;  -23956.047485181811      ;   1.7941454419215070      ;   9.2492067318286675E-031 ;   2.1757207102339193E-002 ;  0.82058545580784936     
         207 ;   65.386023804138432      ;  -24021.434027491840      ;  -23956.048003687702      ;   1.7865158514956390      ;   4.6898329322350814E-031 ;   2.1667163788125950E-002 ;  0.82134841485043608     
         208 ;   65.134227278001617      ;  -24021.182238020137      ;  -23956.048010742135      ;   1.7796361169725179      ;   8.0098145075648087E-031 ;   2.1585965560794135E-002 ;  0.82203638830274817     
         209 ;   64.909762526713934      ;  -24020.958932803671      ;  -23956.049170276958      ;   1.7735031574660842      ;   1.3266849040506754E-030 ;   2.1513576077172972E-002 ;  0.82264968425339158     
         210 ;   64.712508644433072      ;  -24020.761942946847      ;  -23956.049434302415      ;   1.7681136695149680      ;   2.8233018441924986E-031 ;   2.1449955281019818E-002 ;  0.82318863304850320     
         211 ;   64.542336736858289      ;  -24020.590755577781      ;  -23956.048418840925      ;   1.7634641313923827      ;   3.2788429340144234E-031 ;   2.1395063241104580E-002 ;  0.82365358686076173     
         212 ;   64.399110100786473      ;  -24020.446385992105      ;  -23956.047275891320      ;   1.7595508080120656      ;   4.0454171691249939E-032 ;   2.1348854745647485E-002 ;  0.82404491919879341     
         213 ;   64.282684352446836      ;  -24020.330993730007      ;  -23956.048309377562      ;   1.7563697544347134      ;   5.3981914188142728E-032 ;   2.1311283490514577E-002 ;  0.82436302455652866     
         214 ;   64.192907385396040      ;  -24020.242250713574      ;  -23956.049343328177      ;   1.7539168147175672      ;   1.1859921261807000E-031 ;   2.1282299998446604E-002 ;  0.82460831852824334     
         215 ;   64.129619639063094      ;  -24020.178845419359      ;  -23956.049225780298      ;   1.7521876292517569      ;   2.9270814642753402E-031 ;   2.1261852940083963E-002 ;  0.82478123707482431     
